		embryo_1	embryo_1	embryo_2	embryo_2	embryo_3	embryo_3	embryo_4	embryo_4	embryo_5	embryo_5	embryo_6	embryo_6	embryo_7	embryo_7	embryo_8	embryo_8	embryo_9	embryo_9	embryo_10	embryo_10
ENSMUSG00000028140	Mrpl9	720974.0	722864.0	1462030.0	770921.0	635647.0	880635.0	338007.0	372007.0	779148.0	1194790.0	34413.7	24305.0	199538.0	10303.0	41309.6	856090.0	13287.8	876572.0	1474760.0	1403780.0
ENSMUSG00000028141	Oaz3	0.0	460376.0	0.0	15896.0	670294.0	6187.4	335825.0	0.0	636250.0	432434.0	10299.2	0.0	11827.2	1190510.0	793783.0	0.0	0.0	104326.0	1197310.0	1326580.0
ENSMUSG00000028145	Them4	1207550.0	785625.0	735560.0	1643210.0	2157410.0	1688750.0	1330000.0	869910.0	1839920.0	1383290.0	356394.0	669175.0	1625560.0	2396630.0	2778840.0	1610750.0	2513540.0	996612.0	874668.0	2691850.0
ENSMUSG00000028148	Them5	5088.9	190534.0	0.0	7152.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028149	Rap1gds1	155059.0	44209.8	231584.0	135876.0	100567.0	55478.6	94020.0	298092.0	11203.3	33545.1	52883.2	19971.3	142479.0	0.0	265821.0	0.0	984.2	576465.0	0.0	122164.0
ENSMUSG00000028152	Tspan5	562227.0	409070.0	53702.7	193635.0	390418.0	165981.0	629797.0	842714.0	298065.0	502687.0	261335.0	407162.0	321841.0	155107.0	350561.0	435711.0	867720.0	412582.0	279891.0	69640.3
ENSMUSG00000028156	Eif4e	1176720.0	1149170.0	812754.0	1010210.0	1416030.0	1412500.0	967869.0	964184.0	1201430.0	1298260.0	1222670.0	1047100.0	761104.0	1048820.0	1533060.0	1262380.0	1623130.0	979035.0	1078000.0	1681310.0
ENSMUSG00000028158	Mttp	44630.8	120089.0	28716.6	51947.3	0.0	30176.5	10650.5	10119.6	952.0	175790.0	5717.7	18724.3	14675.1	217987.0	1602.0	32963.9	15326.1	161299.0	595.7	2397.6
ENSMUSG00000028159	Dapp1	47448.9	0.0	0.0	0.0	0.0	1090.9	946.5	0.0	316801.0	1221.1	0.0	126031.0	0.0	147293.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028161	Ppp3ca	221916.0	31966.9	140029.0	0.0	60639.1	173540.0	242905.0	0.0	0.0	78971.3	44089.8	357513.0	108963.0	401753.0	15064.8	267440.0	345677.0	1010.0	582.0	0.0
ENSMUSG00000028163	Nfkb1	0.0	0.0	0.0	0.0	3502.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028164	Manba	0.0	0.0	0.0	0.0	0.0	0.0	1342250.0	0.0	0.0	10529.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028165	Cisd2	73544.6	479554.0	46848.5	225604.0	31547.6	59838.0	40556.2	154944.0	307517.0	211461.0	367636.0	1628630.0	209643.0	163091.0	280062.0	353264.0	19861.0	135838.0	182605.0	862484.0
ENSMUSG00000028172	Tacr3	240154.0	2367.1	0.0	227844.0	114529.0	254140.0	748282.0	516369.0	580251.0	157920.0	387076.0	241145.0	320229.0	511053.0	614341.0	705.9	847.2	0.0	348611.0	1122.0
ENSMUSG00000028173	Wls	0.0	0.0	1889.0	0.0	0.0	40968.0	8002.3	726.2	0.0	0.0	53287.7	0.0	0.0	0.0	0.0	0.0	0.0	558.4	0.0	371993.0
ENSMUSG00000028174	Rpe65	0.0	184262.0	3485.3	1889.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028175	Depdc1a	0.0	1954.7	43041.7	22007.3	36024.4	21770.3	55766.1	22125.6	0.0	25589.4	0.0	7352.6	54681.4	76007.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028177	1810013D15Rik	26802.3	2813790.0	0.0	747889.0	22876.4	0.0	0.0	556592.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028179	Cth	1818080.0	1314390.0	877828.0	571306.0	418791.0	444209.0	1398260.0	987019.0	2174120.0	1125980.0	71366.8	1977240.0	1067670.0	1415700.0	2430390.0	2880660.0	53008.3	259738.0	1828980.0	1651130.0
ENSMUSG00000028180	Zranb2	428780.0	542419.0	447496.0	715157.0	717044.0	910477.0	405854.0	399998.0	687674.0	470210.0	553701.0	535829.0	648968.0	564873.0	1236470.0	519927.0	425261.0	522600.0	744701.0	1077500.0
ENSMUSG00000028182	Lrriq3	242182.0	45367.9	56980.0	0.0	1551.8	49883.0	0.0	39299.2	138288.0	1508.0	398683.0	0.0	76216.5	0.0	1140.0	0.0	321177.0	251256.0	927.5	334252.0
ENSMUSG00000028184	Lphn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7821.2	0.0	4167.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028186	Uox	0.0	0.0	0.0	5142.8	14690.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028187	Rpf1	1021470.0	842260.0	862024.0	536503.0	465066.0	1075270.0	669462.0	792183.0	502168.0	1037160.0	966264.0	2146720.0	1916230.0	2473650.0	3317670.0	2785770.0	1127820.0	1472760.0	1935940.0	2588090.0
ENSMUSG00000028188	Spata1	1150.2	10434.3	2163.9	11166.6	12964.3	186757.0	99624.6	52993.0	0.0	2146.7	0.0	290468.0	125085.0	21878.9	62925.2	51230.8	9594.6	7715.7	753.1	1239.7
ENSMUSG00000028189	Ctbs	0.0	0.0	0.0	0.0	0.0	153679.0	0.0	0.0	124553.0	2072.9	0.0	0.0	623.0	172406.0	38974.8	0.0	278886.0	0.0	0.0	0.0
ENSMUSG00000028191	Bcl10	45692.1	933870.0	149089.0	745799.0	361613.0	1638690.0	723680.0	516246.0	415229.0	197521.0	379512.0	138157.0	1239200.0	360576.0	1201840.0	680836.0	610348.0	548306.0	844880.0	798444.0
ENSMUSG00000028194	Ddah1	0.0	0.0	0.0	0.0	0.0	13367.7	124627.0	0.0	0.0	0.0	0.0	19301.7	1136.2	0.0	0.0	0.0	0.0	1109160.0	0.0	0.0
ENSMUSG00000028195	Cyr61	0.0	45508.0	1584.6	0.0	38733.5	0.0	0.0	0.0	15735.3	0.0	7507.4	0.0	4341.4	0.0	0.0	2175.0	0.0	0.0	0.0	0.0
ENSMUSG00000028197	Col24a1	314532.0	81910.1	35032.3	103482.0	574.9	2002.1	79562.4	191307.0	0.0	0.0	345859.0	0.0	1175.4	1625.7	0.0	0.0	0.0	8823.7	0.0	0.0
ENSMUSG00000028199	Cryz	0.0	0.0	0.0	1482.9	20546.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4093.4	2876.1	0.0
ENSMUSG00000028207	Asph	320479.0	89992.0	225946.0	870217.0	657433.0	104273.0	176636.0	390532.0	512275.0	119314.0	220063.0	306514.0	78411.1	243177.0	45766.5	94255.2	96245.7	105435.0	1233.9	67777.4
ENSMUSG00000028211	Trp53inp1	734415.0	363582.0	272647.0	305706.0	420983.0	553669.0	438009.0	338795.0	580017.0	540052.0	959689.0	1424520.0	239649.0	1375350.0	808922.0	2585540.0	594802.0	316371.0	760658.0	724726.0
ENSMUSG00000028212	Ccne2	2781370.0	1911580.0	1914590.0	646980.0	2418050.0	745326.0	888871.0	3130990.0	307447.0	3358200.0	2742790.0	8526080.0	369576.0	770483.0	57916.7	168570.0	4853550.0	737979.0	5030480.0	1162070.0
ENSMUSG00000028214	Gem	0.0	0.0	0.0	0.0	230313.0	0.0	0.0	0.0	0.0	143890.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028217	Cdh17	0.0	897.3	139438.0	0.0	1110.8	0.0	0.0	0.0	0.0	45962.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028218	Fam92a	217854.0	10996.9	24265.7	0.0	3443.7	28860.8	0.0	342449.0	3983.5	7135.4	51862.6	1103530.0	10985.8	216219.0	727.5	0.0	844857.0	1555.3	612.3	478216.0
ENSMUSG00000028221	Tmem55a	90631.8	117597.0	0.0	134587.0	176697.0	0.0	0.0	33514.0	48968.4	19998.3	0.0	7708.5	0.0	22355.4	0.0	0.0	93150.5	6625.6	63317.6	79834.6
ENSMUSG00000028222	Calb1	12794.0	28553.4	74931.1	39566.6	52145.5	31671.6	35637.0	25247.5	14622.6	58194.8	7387.7	8357.0	0.0	76568.5	9367.9	16419.1	39446.4	13043.9	30704.6	13297.1
ENSMUSG00000028223	Decr1	95799.2	0.0	0.0	115809.0	0.0	0.0	0.0	0.0	0.0	0.0	50104.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50636.7
ENSMUSG00000028224	Nbn	75465.2	495933.0	7267.0	192797.0	186126.0	0.0	21682.1	0.0	176266.0	169719.0	164357.0	13231.6	4385.5	200918.0	451660.0	30044.0	639910.0	263537.0	20720.4	17112.7
ENSMUSG00000028226	Mmp16	203927.0	92861.3	215609.0	183622.0	92694.3	216663.0	419898.0	1098190.0	75460.9	465569.0	73140.1	31036.2	535220.0	132720.0	52938.2	59145.0	0.0	22527.4	36935.1	13715.9
ENSMUSG00000028228	Cpne3	47868.4	0.0	0.0	10095.9	106845.0	101411.0	172010.0	32319.9	107231.0	489.2	158062.0	8251.2	1073.0	14826.6	3561.5	0.0	0.0	0.0	0.0	496520.0
ENSMUSG00000028229	Rmdn1	12208.4	548025.0	0.0	0.0	21591.9	130276.0	41503.6	52532.2	0.0	0.0	14090.6	50530.2	5783.6	1457620.0	0.0	615067.0	0.0	927310.0	0.0	13516.3
ENSMUSG00000028232	Tmem68	4579500.0	2878030.0	2266710.0	2767490.0	3382030.0	3453240.0	3994960.0	1118020.0	6809890.0	4946850.0	3599360.0	2309410.0	5054930.0	4920060.0	7309360.0	6732520.0	1679160.0	2646870.0	4199710.0	3273210.0
ENSMUSG00000028233	Tgs1	406297.0	622054.0	328218.0	295529.0	646881.0	1020610.0	462549.0	397403.0	456852.0	592985.0	609456.0	2666700.0	884671.0	611190.0	620617.0	1908370.0	2126010.0	469885.0	813743.0	968725.0
ENSMUSG00000028234	Rps20	1338180.0	1179170.0	1142500.0	1300060.0	1586530.0	978130.0	968135.0	202845.0	1101010.0	524285.0	771959.0	2124150.0	2077890.0	1725550.0	1786300.0	1431990.0	1800740.0	781949.0	1356700.0	3077750.0
ENSMUSG00000028240	Cyp7a1	0.0	0.0	0.0	0.0	0.0	0.0	161433.0	604.1	0.0	87453.1	0.0	0.0	0.0	123241.0	0.0	0.0	0.0	0.0	0.0	16218.7
ENSMUSG00000028243	Ubxn2b	31751.6	9793.5	0.0	32958.8	8642.3	381.9	41253.5	6493.7	17497.5	39333.8	26355.1	0.0	42498.6	43568.7	96250.7	13969.7	0.0	0.0	0.0	480.0
ENSMUSG00000028245	Nsmaf	0.0	0.0	0.0	6082.6	0.0	0.0	0.0	0.0	0.0	0.0	871208.0	25382.8	371042.0	804.0	2458610.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028246	Faxc	169040.0	122291.0	242598.0	281288.0	87023.5	16778.8	294948.0	142591.0	0.0	0.0	106985.0	0.0	100641.0	467402.0	8877.9	0.0	0.0	24527.2	0.0	0.0
ENSMUSG00000028247	Coq3	622114.0	180362.0	486623.0	645289.0	706727.0	841452.0	57381.0	117764.0	849128.0	954612.0	175763.0	0.0	550340.0	26218.0	1356910.0	588171.0	18321.2	441712.0	804976.0	2234760.0
ENSMUSG00000028248	Sfrs18	2993040.0	2859020.0	5366230.0	5732860.0	4002000.0	5308810.0	814212.0	1702540.0	5615260.0	4081480.0	2983130.0	2931550.0	3346180.0	4253800.0	7210010.0	3567280.0	8182990.0	4678550.0	7148880.0	3037900.0
ENSMUSG00000028249	Sdcbp	1047620.0	2702050.0	321720.0	1647360.0	428619.0	79128.4	526578.0	2785.3	914030.0	253858.0	0.0	0.0	366091.0	5199.1	0.0	434769.0	848247.0	366106.0	1646590.0	580447.0
ENSMUSG00000028251	Tstd3	3049.1	0.0	387528.0	2695.3	233356.0	499877.0	53033.6	0.0	319311.0	420365.0	0.0	0.0	259810.0	0.0	2388.9	51835.5	201684.0	190153.0	581126.0	331228.0
ENSMUSG00000028252	Ccnc	1828890.0	4442590.0	3065940.0	5513880.0	5776900.0	3091130.0	3631950.0	2963120.0	4331290.0	2881600.0	3302670.0	429934.0	2770840.0	2496120.0	3935990.0	3775110.0	7387750.0	2914120.0	4363090.0	5808550.0
ENSMUSG00000028256	Odf2l	0.0	1930.1	40103.6	296977.0	324257.0	378426.0	67378.9	264116.0	69160.3	292502.0	257177.0	1594.2	138544.0	119425.0	348931.0	65498.4	0.0	0.0	0.0	159616.0
ENSMUSG00000028261	Ndufaf4	2146440.0	1535620.0	1040790.0	1158590.0	1375590.0	546053.0	1444620.0	779288.0	1382730.0	1886900.0	2321090.0	2636190.0	729570.0	1735620.0	2849590.0	2829640.0	2222240.0	1439030.0	1897250.0	2188600.0
ENSMUSG00000028262	Clca2	0.0	0.0	396526.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6133.8	0.0	0.0	0.0	0.0
ENSMUSG00000028266	Lmo4	0.0	0.0	2500.1	0.0	12114.7	0.0	0.0	180181.0	0.0	0.0	57241.4	0.0	0.0	3048.1	0.0	0.0	1445010.0	0.0	0.0	0.0
ENSMUSG00000028268	Gbp3	0.0	1377.0	0.0	0.0	0.0	1451.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028270	Gbp2	0.0	0.0	0.0	0.0	0.0	13439.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028271	Gtf2b	871900.0	2391950.0	1637970.0	2520240.0	1686690.0	1453180.0	3054190.0	2337100.0	1891200.0	644596.0	2872790.0	4077950.0	2670710.0	4010070.0	3068810.0	2283770.0	3835030.0	1917180.0	1418430.0	2724900.0
ENSMUSG00000028273	Pdlim5	18771.8	167657.0	45325.9	0.0	65854.1	37208.5	279806.0	302886.0	0.0	8289.9	278191.0	159396.0	471632.0	176487.0	0.0	72781.3	0.0	434776.0	0.0	54609.9
ENSMUSG00000028274	Rngtt	1019580.0	852126.0	1613110.0	1904790.0	2374570.0	1875870.0	906322.0	1640600.0	1986750.0	1696870.0	853475.0	681274.0	2231740.0	1747430.0	2551750.0	945465.0	1424810.0	1744830.0	2392420.0	1842630.0
ENSMUSG00000028277	Ube2j1	41009.4	245767.0	10015.2	6944.3	0.0	7280.4	57117.6	640054.0	13358.3	79196.0	4887.9	131302.0	9195.3	59751.8	292914.0	64579.8	2069070.0	724820.0	15525.5	1270820.0
ENSMUSG00000028278	Rragd	996681.0	0.0	0.0	0.0	0.0	0.0	1226890.0	42333.9	0.0	1385.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028280	Gabrr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	208617.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028282	Casp8ap2	9451690.0	8210110.0	3227120.0	1610080.0	3081600.0	6366680.0	6574240.0	2033250.0	9891660.0	2298270.0	5648030.0	14828500.0	4645480.0	2552530.0	8644010.0	13193200.0	14124100.0	8867290.0	6898870.0	16662400.0
ENSMUSG00000028284	Map3k7	86088.8	546458.0	444612.0	70697.2	413361.0	6135.8	9665.6	856.3	265362.0	382412.0	8643.5	598754.0	4357.4	12452.5	196680.0	857.3	12773.6	342175.0	112123.0	54560.6
ENSMUSG00000028287	1700009N14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2522.9	0.0	0.0
ENSMUSG00000028289	Epha7	0.0	0.0	0.0	0.0	0.0	67569.7	0.0	3051.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	326655.0
ENSMUSG00000028291	Akirin2	1141890.0	1191500.0	806787.0	565599.0	1121850.0	528486.0	1138580.0	1490610.0	1796980.0	668763.0	1663470.0	1465390.0	1257050.0	929968.0	1777890.0	1424320.0	1861100.0	1266680.0	472952.0	2124530.0
ENSMUSG00000028292	Rars2	2154960.0	530900.0	104793.0	1853290.0	957314.0	1120170.0	18721.7	1689520.0	2352.0	1266300.0	1062580.0	0.0	844393.0	222925.0	5344700.0	5714790.0	2081330.0	1109770.0	2114710.0	2426580.0
ENSMUSG00000028293	Slc35a1	0.0	0.0	0.0	0.0	55536.4	0.0	2369.5	894752.0	3483030.0	259388.0	1808.5	0.0	2106940.0	0.0	0.0	0.0	8220.6	29671.6	41892.1	599541.0
ENSMUSG00000028294	1700003M02Rik	0.0	0.0	0.0	0.0	0.0	2884.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028295	Smim8	195119.0	564985.0	1943620.0	1482340.0	417076.0	1979250.0	1100800.0	2318970.0	1117140.0	1136450.0	1925320.0	4809420.0	380239.0	4400240.0	5834340.0	3130770.0	10395.0	702509.0	520484.0	3284160.0
ENSMUSG00000028298	Cga	0.0	0.0	0.0	38279.5	0.6	0.0	0.0	0.0	0.0	23564.9	0.0	0.0	68123.5	0.0	0.0	0.0	2409780.0	6845.2	0.0	0.0
ENSMUSG00000028300	3110043O21Rik	346169.0	114968.0	282986.0	901.4	1227020.0	1577240.0	1850.6	4576.5	301018.0	309331.0	485034.0	2409640.0	679.8	2282.3	2252750.0	0.0	0.0	735.1	0.0	0.0
ENSMUSG00000028307	Aldob	0.0	1745.7	0.0	0.0	0.0	0.0	0.0	0.0	484312.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028309	Rnf20	1702880.0	4737070.0	1829740.0	2829750.0	3933140.0	2520860.0	1531680.0	3408930.0	2265540.0	2925450.0	2464160.0	1793560.0	1559320.0	1960870.0	3561550.0	2005240.0	1374010.0	2504990.0	1957860.0	2902200.0
ENSMUSG00000028312	Smc2	935950.0	1107800.0	1042870.0	951630.0	2370920.0	1739170.0	487497.0	2525.9	1100770.0	1507470.0	441428.0	0.0	470330.0	2175.9	663369.0	1706120.0	491591.0	2562640.0	3621980.0	2944720.0
ENSMUSG00000028318	Polr1e	6548760.0	6153710.0	3170040.0	4324110.0	6981880.0	5058550.0	2357600.0	2904170.0	3707090.0	4921790.0	5044460.0	3456020.0	5051600.0	4605490.0	5309600.0	4956840.0	6454000.0	4247830.0	4608920.0	8542360.0
ENSMUSG00000028322	Exosc3	335851.0	1381800.0	269289.0	1266770.0	709319.0	492573.0	1154700.0	959241.0	1556840.0	386983.0	2703230.0	2748930.0	3897280.0	4278170.0	4786450.0	5492200.0	6659540.0	5074250.0	3520420.0	3212630.0
ENSMUSG00000028327	1300002K09Rik	0.0	103274.0	0.0	772.3	0.0	0.0	16754.6	65349.0	0.0	0.0	151741.0	869.9	580.9	62924.2	0.0	0.0	0.0	1931.9	0.0	1377.5
ENSMUSG00000028328	Tmod1	71090.8	205328.0	75966.7	37935.8	122934.0	43435.0	98604.3	41838.8	15838.9	1951.8	15733.6	125930.0	13743.4	148339.0	298738.0	42392.2	197202.0	190519.0	77132.1	246814.0
ENSMUSG00000028329	Xpa	19810200.0	24131700.0	10804200.0	10555900.0	14069800.0	17015100.0	2713250.0	5517910.0	6430930.0	9223250.0	9179980.0	2911370.0	18657300.0	18578700.0	16896500.0	33340200.0	31278300.0	3477130.0	27331100.0	42704300.0
ENSMUSG00000028330	Ncbp1	1731810.0	1049100.0	1237370.0	1392180.0	1468150.0	1155190.0	864138.0	660461.0	1704910.0	702395.0	1039310.0	113550.0	760387.0	1274480.0	2142640.0	4257780.0	32200.5	996826.0	447592.0	1044590.0
ENSMUSG00000028331	5830415F09Rik	636945.0	550000.0	462517.0	609609.0	384848.0	905615.0	496641.0	306233.0	1092450.0	792814.0	400083.0	340615.0	742390.0	360878.0	2558930.0	2531830.0	736124.0	236566.0	1533840.0	793463.0
ENSMUSG00000028332	Hemgn	0.0	0.0	0.0	0.0	0.0	1463.9	0.0	184978.0	0.0	8309.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028333	Anp32b	1241250.0	1304100.0	1184870.0	1632550.0	1366550.0	690899.0	1227640.0	1383410.0	1299310.0	1188300.0	1362980.0	1887060.0	639651.0	1292590.0	1605130.0	1447850.0	2345080.0	1024980.0	1151480.0	1673340.0
ENSMUSG00000028334	Nans	3327920.0	4000720.0	1899880.0	3493830.0	4247740.0	1604220.0	2050660.0	1969230.0	3630700.0	2189990.0	2309220.0	3028030.0	2544930.0	271676.0	3461980.0	2695340.0	137785.0	3997010.0	3059050.0	5922750.0
ENSMUSG00000028337	Coro2a	1142.2	0.0	82877.5	59180.6	0.0	6773.3	0.0	0.0	79744.7	79698.4	32548.3	0.0	0.0	0.0	0.0	0.0	1023.9	0.0	0.0	0.0
ENSMUSG00000028341	Nr4a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	659.2	430.8	0.0	0.0	0.0	0.0	0.0	0.0	441.3	0.0
ENSMUSG00000028343	Erp44	1223960.0	1086420.0	0.0	109452.0	1477.0	759216.0	9689.7	435981.0	1882630.0	2834.5	55525.6	24736.2	2090820.0	0.0	0.0	971478.0	1607790.0	2514680.0	1582490.0	914245.0
ENSMUSG00000028344	Invs	2018.3	0.0	9805.6	6877.1	3004.3	3432.2	987.6	60127.7	2075.8	10332.9	95248.9	5201.8	1311.9	11447.9	1219.8	9787.0	4373.9	4374.0	1086.7	1566.4
ENSMUSG00000028345	Tex10	163033.0	440382.0	356161.0	641502.0	311914.0	1836290.0	958869.0	1305090.0	386922.0	388203.0	244268.0	99548.1	174389.0	757049.0	4142.6	9251.1	3006950.0	96582.1	2800560.0	1497020.0
ENSMUSG00000028354	Fmn2	479178.0	387707.0	100995.0	193401.0	236182.0	251479.0	520123.0	381469.0	295419.0	158359.0	536776.0	627085.0	197606.0	389264.0	405920.0	376112.0	318738.0	51308.0	56015.0	443752.0
ENSMUSG00000028358	Zfp618	0.0	0.0	1490.7	302.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	345.7	458.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028360	Slc44a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20628.5	0.0	0.0	0.0	441750.0	1132240.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028364	Tnc	1738.4	71594.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92680.3	0.0	0.0	174856.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028367	Txn1	276551.0	10034.3	0.0	0.0	253350.0	139041.0	121794.0	4757.3	655515.0	268920.0	506591.0	0.0	698156.0	615023.0	0.0	0.0	0.0	821856.0	0.0	7371.2
ENSMUSG00000028369	Svep1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1692.0	2059.2	0.0	0.0	1652.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028378	Ptgr1	1887.0	230202.0	1081.8	1260.6	0.0	158714.0	195487.0	7996.2	3307.9	5113.2	144455.0	1344.5	300665.0	279442.0	0.0	0.0	182402.0	0.0	0.0	0.0
ENSMUSG00000028381	Ugcg	561123.0	683546.0	413174.0	697356.0	777564.0	676018.0	604969.0	630435.0	818438.0	1143990.0	296210.0	1246060.0	219661.0	529597.0	395351.0	954943.0	715820.0	748507.0	422625.0	1325900.0
ENSMUSG00000028382	Ptbp3	150954.0	1121950.0	1047590.0	141962.0	186591.0	788644.0	1334490.0	1333710.0	257447.0	812421.0	1222410.0	1703880.0	2712950.0	450832.0	126592.0	120887.0	161109.0	1348330.0	533508.0	1159350.0
ENSMUSG00000028383	Hsdl2	648621.0	379507.0	623258.0	682093.0	692743.0	392446.0	759700.0	1657090.0	1025950.0	1180970.0	1258030.0	900949.0	1056360.0	1449070.0	1015760.0	2653670.0	1258790.0	819557.0	1018170.0	689381.0
ENSMUSG00000028385	Snx30	24475.8	285064.0	70682.5	251464.0	56555.5	194720.0	500426.0	5773.7	29493.7	22720.6	0.0	0.0	0.0	106639.0	0.0	20268.0	7609.4	221153.0	326581.0	1126450.0
ENSMUSG00000028386	Slc46a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1246.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028391	Wdr31	3503.5	0.0	12095.0	1353060.0	6077.7	445697.0	3133.7	4862.0	0.0	88373.3	87897.6	5242.6	278368.0	1675.5	14062.4	1692.2	30276.1	2522.9	4117.6	0.0
ENSMUSG00000028392	Bspry	534850.0	904628.0	351089.0	387922.0	610471.0	729709.0	756718.0	698094.0	84769.7	255284.0	1554540.0	444712.0	1109100.0	72445.2	167525.0	139755.0	203616.0	1095170.0	568290.0	911458.0
ENSMUSG00000028393	Alad	414621.0	11540.3	678298.0	878482.0	1045620.0	1095600.0	33612.3	0.0	422751.0	163899.0	0.0	0.0	11038.0	0.0	25344.4	8055.3	271511.0	8919.3	2120940.0	546774.0
ENSMUSG00000028394	Pole3	2140310.0	3269920.0	2672520.0	2681780.0	3718980.0	1084560.0	2041500.0	336253.0	3595310.0	4699930.0	2925840.0	4172240.0	2310620.0	5344490.0	5404230.0	4028930.0	5416040.0	6129280.0	4760080.0	7125200.0
ENSMUSG00000028397	Kdm4c	1681790.0	1126010.0	1202580.0	1576790.0	1552230.0	1073940.0	1462080.0	2039550.0	2078570.0	1366530.0	3466500.0	1779460.0	1180250.0	1645450.0	1104000.0	1195580.0	117528.0	837112.0	2718730.0	573392.0
ENSMUSG00000028398	3110001D03Rik	0.0	90003.7	42233.3	100233.0	0.0	0.0	0.0	0.0	0.0	0.0	812390.0	0.0	0.0	0.0	1939630.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028399	Ptprd	0.0	0.0	1505.2	2107.3	1037.0	0.0	0.0	483.9	0.0	1252.9	18970.3	0.0	178.4	1227.8	530.4	472.8	0.0	381.6	227.2	8487.0
ENSMUSG00000028402	Mpdz	336593.0	256466.0	219496.0	180874.0	32425.9	477730.0	604747.0	47404.7	137643.0	178295.0	293104.0	481180.0	137351.0	49594.2	748350.0	994880.0	511700.0	122351.0	402949.0	268928.0
ENSMUSG00000028403	Zdhhc21	0.0	0.0	459.4	0.0	0.0	0.0	526.0	0.0	188847.0	909.4	1935.6	0.0	0.0	26259.8	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000028405	Aco1	65123.1	1048.5	0.0	290074.0	1270.8	141477.0	70820.1	40539.8	0.0	0.0	365446.0	291241.0	0.0	11585.8	0.0	0.0	0.0	21313.6	4864.6	93002.2
ENSMUSG00000028407	2010003O02Rik	0.0	30851.3	54381.8	187953.0	29018.9	59981.4	121236.0	8778.2	86733.5	101232.0	18871.6	65621.8	57714.4	205374.0	48240.0	71125.8	29857.5	31996.3	35685.2	39728.9
