gene_id	zygote_1	zygote_2	zygote_3	zygote_4	zygote_5	zygote_6	zygote_7	zygote_8	zygote_9
ENSMUSG00000009070	0	2677.28	0	0	0	80514.5	388745	15653.1	0
ENSMUSG00000009073	206502	185379	275730	166833	309688	211284	17671.2	159488	118947
ENSMUSG00000009075	4984.54	2.69E-07	6657.42	3476.63	6051.04	5.21E-17	0	6093.68	8.32E-26
ENSMUSG00000009076	2056220	1553080	2024750	2225830	1466640	1215020	0	870995	849911
ENSMUSG00000009079	836510	1197530	1175540	1904950	1033430	949762	0	790106	657679
ENSMUSG00000009090	871183	572436	1208960	334077	642518	529605	139845	730845	680344
ENSMUSG00000009092	2419450	2085190	1985280	2211870	1895100	1745890	0	1754990	1540250
ENSMUSG00000009093	488019	30329.4	3964.3	7229.91	0	84357.6	396578	72521.6	0
ENSMUSG00000009108	348050	431817	692932	10839.7	54474.9	188543	0	421121	471580
ENSMUSG00000009112	133378	117333	209242	92024.5	117997	212234	0	138954	127691
ENSMUSG00000009207	173638	180180	440741	9693.74	30809.9	106728	1185020	3073.67	40372.8
ENSMUSG00000009281	6.81E-85	7095.62	0	2.09E-80	1.50E-194	0	0	0	0
ENSMUSG00000009291	1127110	2100490	1201550	2522330	2951550	1507290	1484	2336910	749050
ENSMUSG00000009292	0	0	0	0	2989.56	0	0	0	0
ENSMUSG00000009293	2236600	6738290	954647	2171820	1580620	1356940	168538	1142060	697696
ENSMUSG00000009350	42561.5	0	157187	0	0	76216	0	0	0
ENSMUSG00000009378	61643.2	41755.4	36524.8	1091.9	41441.2	14162.6	0	4201.53	26388.5
ENSMUSG00000009406	18344.7	28558.8	17691.6	12923.9	12499.6	7551.86	263028	11784.1	11008.3
ENSMUSG00000009418	79454.6	88314.7	74669.9	69499.8	92563.4	37130.1	243720	77513.6	26206.6
ENSMUSG00000009470	320956	440820	239089	382138	407222	374238	226416	372504	479958
ENSMUSG00000009535	2528390	2585400	1756990	2280280	2512870	2612650	2591490	2411000	2287710
ENSMUSG00000009545	300604	365592	525948	202244	146910	217022	0	402881	295620
ENSMUSG00000009549	8709090	9224150	7214500	9446870	10140700	11247600	69143.6	10555600	12811200
ENSMUSG00000009551	0	0	0	0	0	0	37343.4	0	0
ENSMUSG00000009555	12272.1	218318	29261.3	168777	594385	0	1381220	224745	453686
ENSMUSG00000009563	311624	341614	437561	417458	887848	124548	356947	601564	227336
ENSMUSG00000009566	4583250	4617960	2998700	3889180	3464360	2498790	520519	3575290	2901460
ENSMUSG00000009569	792787	808136	1050970	676466	750835	640210	884291	722388	713208
ENSMUSG00000009575	3223540	3452040	4178210	3875740	4720050	4217220	31035.1	3373290	6066530
ENSMUSG00000009585	0	0	6619.56	22932.7	17209.3	0	1421640	38124.5	115253
ENSMUSG00000009621	55335.8	33102.5	204239	26981.9	49133	16507.8	1174500	3491.41	2656.94
ENSMUSG00000009628	2206350	1882240	1099120	2062730	1722880	1774220	1904390	1306940	1624510
ENSMUSG00000009630	0	0	0	0	0	0	207074	0	0
ENSMUSG00000009640	358391	1325450	825442	1006550	1848200	2891460	0	1067920	737588
ENSMUSG00000009646	106467	11080.2	411232	368279	234092	180107	737755	25743.1	198080
ENSMUSG00000009647	2093050	2040630	1559950	1839180	1708360	1827490	66511	2001430	2538040
ENSMUSG00000009670	523249	624378	443588	353539	521508	532378	3917.26	432731	563110
ENSMUSG00000009681	37934.1	67981.3	9023.11	54967.6	28079.4	23758.1	589.56	51798.2	41509.9
ENSMUSG00000009687	0	0	0	0	216356	0	0	0	0
ENSMUSG00000009733	82159.6	136424	388045	183233	190692	176418	2190.95	156528	91093.5
ENSMUSG00000009734	26066.5	78536.1	40182	288754	459195	93222	0	56053.9	209531
ENSMUSG00000009739	0	0	0	42445.8	0	0	1573.92	0	0
ENSMUSG00000009741	589682	508008	311036	500303	634816	402822	534878	546328	690045
ENSMUSG00000009772	1821.56	0	0	0	2179.31	0	1375.77	0	0
ENSMUSG00000009828	806691	594766	2234270	294409	538686	590454	510624	482151	659722
ENSMUSG00000009863	1328320	1379510	1628530	825637	1411450	1257430	0	1026260	885699
ENSMUSG00000009876	173553	159800	61434.7	70474.9	342399	207749	205904	198794	99935
ENSMUSG00000009894	1453730	2169900	2215100	1237650	639217	1775840	0	2256670	1547300
ENSMUSG00000009905	146286	144912	66611.8	183373	129869	116457	138969	173363	45740.9
ENSMUSG00000009907	94049.1	205944	122011	295253	188805	144737	63886.3	239958	183927
ENSMUSG00000009927	337558	513799	655811	607538	520242	513535	0	387039	266356
ENSMUSG00000009941	0	0	0	0	0	0	325841	0	0
ENSMUSG00000009995	3294250	1808970	3410310	2840520	3494320	3999260	6740.09	2870940	6448340
ENSMUSG00000010025	319835	229273	167604	279347	368854	191249	39583.6	871240	144024
ENSMUSG00000010044	33572.3	216733	194934	147370	105125	75494.8	2487.3	323208	0
ENSMUSG00000010045	98193.5	0	0	0	48811.3	70878.9	0	0	0
ENSMUSG00000010047	594368	455711	188303	793576	860085	293597	2537.1	610996	183194
ENSMUSG00000010048	6148.39	0	0	5555.53	0	33428.6	0	0	0
ENSMUSG00000010051	3.99E-64	3.12E-40	6.44E-45	6083.82	1.16E-51	1.57E-44	49215.5	5.39E-47	1.97E-38
ENSMUSG00000010054	0	0	0	0	4738.16	0	443582	0	0
ENSMUSG00000010057	2131460	2226110	2451550	2674700	2334730	2699110	5706.3	2809850	2486130
ENSMUSG00000010067	1647130	1980610	1452500	1974450	1496220	2002690	136994	1630310	1575770
ENSMUSG00000010095	1942950	1917730	1393390	1866720	2384160	1861170	35943.1	2067090	1727910
ENSMUSG00000010097	886182	785257	576506	851097	538565	681478	0	692567	702857
ENSMUSG00000010110	2964900	3048660	2351110	4174970	3034940	3755360	128592	3569330	3853730
ENSMUSG00000010122	287904	93293.8	899.943	177830	54444.3	0	45058	0	229086
ENSMUSG00000010175	0	0	0	1500.66	0	0	0	0	0
ENSMUSG00000010205	251442	150492	324185	150735	205990	184504	1221.77	185606	242090
ENSMUSG00000010277	117448	172033	306724	299464	114125	238625	0	96281.2	147227
ENSMUSG00000010290	517876	503806	331652	396341	286618	327823	0	372984	237073
ENSMUSG00000010307	0	0	0	0	0	0	0	0	8971.82
ENSMUSG00000010342	796189	2235190	134805	1173580	982108	803765	1261260	2412890	2039420
ENSMUSG00000010362	106600	145943	0	0	18494.9	0	5461370	0	829383
ENSMUSG00000010376	10043500	8821100	9198340	8323390	11511100	11549000	17030.6	8594630	9848900
ENSMUSG00000010392	1927530	46376.5	2529430	2009320	1616480	1521230	692.964	786408	826138
ENSMUSG00000010406	1600510	2071680	788209	1080320	959875	387918	0	631633	0
ENSMUSG00000010435	0	0	0	0	0	0	8043.53	0	0
ENSMUSG00000010453	82438.7	86252	206731	127721	88872.5	69562.1	39724.9	106334	18622.2
ENSMUSG00000010461	0	29764.9	62820.8	37270.6	55844.4	34156.9	58493.8	26730.6	0
ENSMUSG00000010476	0	17174.7	0	0	0	0	0	1258.29	7926.66
ENSMUSG00000010505	101401	97228.7	1770970	1259390	84306.9	414788	753.615	602859	40111.5
ENSMUSG00000010517	64485.4	78719.8	100525	93866.3	88906	124007	3615.15	80622.3	113449
ENSMUSG00000010538	1687770	253739	145596	50692.3	389874	704479	0	550712	154778
ENSMUSG00000010554	315771	569125	423355	341609	609848	615030	80009.9	121772	337615
ENSMUSG00000010592	2121160	2659550	1373290	2644650	2668950	2644760	612401	2654000	2995720
ENSMUSG00000010607	4313930	4137350	5253750	4081370	4692990	4543430	6104600	4445460	3572700
ENSMUSG00000010608	1436010	1559740	1057560	1634640	1658540	1475100	328067	1594590	1538720
ENSMUSG00000010609	3396030	4868840	3421220	3533560	7884990	6828330	38050.1	3499410	1818040
ENSMUSG00000010651	0	11138.5	0	0	0	103793	0	5925.46	10175.4
ENSMUSG00000010663	0	0	0	0	22586.6	0	0	0	0
ENSMUSG00000010721	331230	426884	421272	360188	420956	431458	0	373269	332965
ENSMUSG00000010755	1436260	1472190	497075	2177930	680083	641977	0	3301470	1602570
ENSMUSG00000010760	879878	681220	1781530	852985	1316300	801243	0	197668	610927
ENSMUSG00000010796	5646980	4128170	6173190	4258030	3534370	5534770	4232150	4472660	6963140
ENSMUSG00000010797	0	33124.9	0	0	0	5955.84	0	0	54619.7
ENSMUSG00000010803	0	0	0	0	0	0	0	0	12771.2
ENSMUSG00000010825	0	0	0	0	0	6250.28	0	0	0
ENSMUSG00000010830	0	0	0	3710.31	0	0	580426	0	0
ENSMUSG00000010911	3665290	5810360	4542640	7949440	4688150	6994460	217875	5502580	5198920
ENSMUSG00000010914	2179450	2223240	1669370	2301170	2368350	2222550	796923	2835320	2560710
ENSMUSG00000010936	314834	423632	467763	671439	453099	320570	343066	280223	430844
ENSMUSG00000011008	0	0	0	0	0	0	0	0	5303.58
ENSMUSG00000011096	65099.9	20317.8	288280	72383.2	14700.9	32189.4	0	21850.7	56180.9
ENSMUSG00000011114	1313190	1362730	1168500	1210830	1355160	993845	25113.5	1084350	864752
ENSMUSG00000011148	0	19298.9	0	0	0	0	0	4424.87	0
ENSMUSG00000011158	196063	36992.9	106436	88354.4	23230.4	124533	0	21057.2	0
ENSMUSG00000011171	561985	0	0	0	0	0	0	0	0
ENSMUSG00000011179	545318	362331	389388	342596	460485	264652	1341.85	348175	328892
ENSMUSG00000011254	837290	1453850	1120460	2242850	252770	835065	116000	986927	540212
ENSMUSG00000011256	73653.1	0	0	0	0	0	0	0	0
ENSMUSG00000011257	73196100	57665700	52444100	70279700	59447000	66379100	22795	68517100	47685900
ENSMUSG00000011267	2852130	3106870	2556120	3282920	3659260	3503610	2257170	3061230	2510040
ENSMUSG00000011306	232242	83766.1	178981	113241	63737.4	155928	1741.51	110451	80983.8
ENSMUSG00000011382	75372.9	1278.24	2449.26	0	0	6521.19	9548.13	0	3096.58
ENSMUSG00000011427	11646.7	142627	3330.29	119004	92981.1	146772	192628	60773.8	109348
ENSMUSG00000011463	493894	831633	352710	213110	463349	421321	0	594299	79448
ENSMUSG00000011589	2212130	2051930	1881720	2012850	2631100	2260430	2801.39	2175700	1088130
ENSMUSG00000011632	1934100	2691850	3814170	2497570	3332640	2632090	31137.8	3153540	2443540
ENSMUSG00000011658	36997.3	42364.4	1.57E-201	2530.06	8.14E-149	0	0	0	0
ENSMUSG00000011751	0	0	0	0	0	0	91368.7	0	0
ENSMUSG00000011752	8890.39	15749.2	21942.5	14213.1	39407.7	16588.4	0	21872.6	0
ENSMUSG00000011831	3776710	2590850	3446620	3942880	3286270	2322440	9984150	4711240	2665040
ENSMUSG00000011832	13485.5	29725.5	28186.2	261085	23480.1	0	0	2742.92	0
ENSMUSG00000011837	42075.5	21564.9	0	176992	38007.6	31422.1	0	85107.2	0
ENSMUSG00000011877	141601	214491	39088.6	395351	223553	194843	0	193494	228832
ENSMUSG00000011884	330411	147482	490318	301212	74169.9	477993	0	844351	185188
ENSMUSG00000011958	575621	1193220	335262	648967	192822	192943	0	808489	278658
ENSMUSG00000011960	728736	562506	799223	867986	1597320	1082350	717634	1166250	601373
ENSMUSG00000012076	319912	297693	237679	351386	250510	268568	0	297686	275577
ENSMUSG00000012114	1079890	962620	784041	963748	1182240	1213520	51519.5	1027520	964414
ENSMUSG00000012117	785496	498317	132306	495534	502444	56232.7	165786	246494	197458
ENSMUSG00000012126	0.0649665	0.309068	8096.7	1450.67	1.75E-10	1.17581	5.32E-26	173390	8.48E-07
ENSMUSG00000012282	0	11578.9	0	0	4863.63	42481.8	0	0	0
ENSMUSG00000012296	386325	224639	469154	475613	262861	138711	0	442834	196849
ENSMUSG00000012350	12816800	11164900	9417320	11518600	10291700	13658800	3232630	12185000	11533500
ENSMUSG00000012396	0	0	1173.49	0	0	0	3341.29	0	0
ENSMUSG00000012405	2151100	1717060	1976300	1765300	2331850	1376350	0	1744220	1132870
ENSMUSG00000012422	55466.4	32931.8	82335.5	92739.4	41658.7	57306.3	70246	31144.3	16718.3
ENSMUSG00000012428	107935	124644	1979.48	223344	79757.7	183816	936.397	178997	94880.9
ENSMUSG00000012429	0	0	0	0	0	0	0	6990.82	0
ENSMUSG00000012443	187787	287954	97223.8	325388	192964	196823	541.369	174975	250152
ENSMUSG00000012483	7152650	7566300	6271740	8485790	8978590	9028150	38996.8	8105170	11699700
ENSMUSG00000012519	0	119662	655447	0	39503.6	51537.4	0	56120.5	34973.9
ENSMUSG00000012520	0	0	0	0	0	0	4647.35	0	0
ENSMUSG00000012535	863982	214068	793550	1487930	462597	709343	219968	422241	431541
ENSMUSG00000012609	403970	362091	370096	495860	209004	407942	3671.92	830186	246160
ENSMUSG00000012640	1218740	431262	1197990	327287	1143300	1950450	0	315319	10403.2
ENSMUSG00000012705	55162.6	0	14379.6	0	0	0	0	0	50235.1
ENSMUSG00000012777	126944	67621.1	132945	63892.3	0	0	0	29520.1	0
ENSMUSG00000012819	452.174	15083.3	0	100823	96430	27681.7	15735.6	0	0
ENSMUSG00000012848	4112000	3971260	4397870	3427570	3088170	3797390	7047510	2152120	2286770
ENSMUSG00000013033	11248.8	201566	0	0	2118	2273.47	0	216025	0
ENSMUSG00000013076	34178.3	21527.3	125487	18392.8	15279.7	56221.2	0	29242	96897.2
ENSMUSG00000013089	183930	7144.08	7448.13	111659	487132	122971	0	0	11722.8
ENSMUSG00000013150	0	72203.6	777796	0	0	0	0	0	0
ENSMUSG00000013155	40254.1	0	3492.21	592554	249842	123312	0	0	18581.7
ENSMUSG00000013158	0	0	0	0	51646.8	0	0	0	0
ENSMUSG00000013160	176234	974459	1133350	513622	676847	383625	196645	1176810	508993
ENSMUSG00000013236	120685	129632	126012	204046	169087	79519.2	83334.3	127049	161404
ENSMUSG00000013275	96993.3	41763.3	525531	423726	133635	14698.9	0	41638.3	23906.6
ENSMUSG00000013338	11888.7	0	0	0	0	0	0	1935.81	0
ENSMUSG00000013367	0	6906.49	0	0	0	0	0	0	0
ENSMUSG00000013415	1044.96	5736.49	272.657	39679.3	0	0	790.074	0	0
ENSMUSG00000013418	80321	26742.2	230605	40251.2	148261	116272	0	0	7580.29
ENSMUSG00000013419	0	0	0	0	0	12481.9	0	4437.51	0
ENSMUSG00000013465	148830	41375.9	424508	216182	347824	0	0	280156	37114.4
ENSMUSG00000013483	0	0	0	0	0	0	0	0	0
ENSMUSG00000013495	1534460	1602170	1156700	1086760	1526040	1259670	1850.43	1908070	983860
ENSMUSG00000013523	1744680	2583370	2322700	2912390	1910240	2077810	1877.27	1690740	1986590
ENSMUSG00000013539	781581	1052320	974265	714013	954804	681948	15779.1	295757	107975
ENSMUSG00000013562	0	0	0	0	0	0	717890	0	0
ENSMUSG00000013584	484953	1048030	374634	980020	361566	560051	3472.11	778708	553025
ENSMUSG00000013593	1323090	1885850	2441890	1976980	1872100	1372480	1217690	2362060	867617
ENSMUSG00000013611	220498	0	74177.5	85403.7	0	42962.9	0	37316.2	0
ENSMUSG00000013622	3940670	2845790	1329460	4351940	929491	1778190	0	4520690	1040200
ENSMUSG00000013629	0	0	0	19551.8	0	0	0	13978.9	3775.49
ENSMUSG00000013646	0	3851.09	172411	0	0	0	0	0	0
ENSMUSG00000013653	0	0	43883.4	0	0	0	0	0	0
ENSMUSG00000013662	1677770	2048170	974278	1737990	2232440	1781090	1023270	2118580	2139430
ENSMUSG00000013663	98794.3	174514	16839	140481	147373	92867	94903.6	118176	76658.1
ENSMUSG00000013698	0	0	0	0	0	0	0	8391.56	0
ENSMUSG00000013701	4853750	5177510	3543650	4820560	5840870	6612100	2173610	5597210	9141790
ENSMUSG00000013736	4227250	3176910	2226950	3191430	5685550	6084340	287443	2742630	3080080
ENSMUSG00000013766	450934	0	940357	242227	137824	0	0	0	234704
ENSMUSG00000013787	49176.4	18161.9	17907.2	0	0	0	48503.7	20978.9	124805
ENSMUSG00000013822	4730520	3965730	3712090	4259470	4057150	4951010	12296.2	4010700	3344150
ENSMUSG00000013833	3743.26	4117.99	3931.44	11686.7	120115	34086.4	4289.42	0	32120.5
ENSMUSG00000013858	6504.56	65135.2	5083.41	5774.68	3506.39	0	0	38874.3	0
ENSMUSG00000013878	861602	622698	310369	505972	372415	618412	1147640	793234	649669
ENSMUSG00000013921	207723	36774	547319	105973	0	298688	0	0	0
ENSMUSG00000013928	47895.7	27586.3	0	0	0	10931.7	0	0	0
ENSMUSG00000013936	0	59419.9	0	0	0	446981	178035	0	0
ENSMUSG00000013973	4481850	6111000	5010630	5226920	3307880	4374550	110121	3863240	7568920
ENSMUSG00000013974	0	0	0	138672	0	0	0	0	0
ENSMUSG00000013997	248956	423923	595512	192413	204031	152546	202210	106442	328894
ENSMUSG00000014030	0	26944.8	0	38212.5	32748.9	0	0	0	13543.1
ENSMUSG00000014039	287511	24353.1	628.515	1231.08	1673.2	2345.39	0	1588.23	0
ENSMUSG00000014074	3371800	2796020	2662030	2852150	2434920	3380510	177709	3091640	3736380
ENSMUSG00000014075	475976	649694	1380120	292024	591676	666429	0	502604	269685
ENSMUSG00000014077	757880	814627	371663	870008	909417	686671	1184.11	795594	805791
ENSMUSG00000014158	170472	0	0	0	2276.15	0	0	0	0
ENSMUSG00000014164	77866.5	2744.34	133771	0	0	49018.7	0	0	0
ENSMUSG00000014177	3557500	5113300	3305370	3986250	4143860	3822010	1482970	4541140	3327780
ENSMUSG00000014195	5501290	6490960	5654690	5255220	4541220	7004960	118650	6123490	5995040
ENSMUSG00000014198	0	0	0	0	0	0	0	0	47125.6
ENSMUSG00000014226	81809	24324.7	2089.37	46885.7	74793.9	70481.8	266199	224431	119079
ENSMUSG00000014232	2175440	1409460	1625830	1706750	934556	1972870	0	700594	807478
ENSMUSG00000014243	1752500	3551090	3671040	1820850	2893860	4061620	98353.7	1621100	742160
ENSMUSG00000014245	34949.3	16569.3	175866	53739.5	52170.2	125754	4455.22	81093.5	158103
ENSMUSG00000014294	3633330	2803640	4354140	3689970	1957050	3081200	0	2121010	3609980
ENSMUSG00000014301	2092120	2576490	4708640	1918530	2912480	2649460	0	2461370	1851370
ENSMUSG00000014303	0	63079	0	0	35317.7	0	0	0	0
ENSMUSG00000014313	11765900	12447800	10648300	10642900	16299000	18003200	0	9259640	10350400
ENSMUSG00000014329	63346.7	147598	19788.2	54273.5	90255.1	17628.7	380165	128287	65429.2
ENSMUSG00000014349	310019	37712.8	332240	77739.6	48371.3	169605	49745.6	68936.4	88295.5
ENSMUSG00000014353	894820	805308	211921	676922	671435	513771	900392	918015	458275
ENSMUSG00000014355	461039	260161	421301	491613	525545	194547	133703	281604	767577
ENSMUSG00000014361	467895	202260	54975.5	317861	228099	162809	0	189448	412914
ENSMUSG00000014402	5214570	4369490	3337430	3741700	4743840	5039340	0	3930390	4747660
ENSMUSG00000014418	230985	330845	21266	54909.2	155542	81984.7	0	175785	10383.7
ENSMUSG00000014426	140881	40982.7	154759	199581	116967	92510.5	8485.89	144373	128718
ENSMUSG00000014496	56741.5	47130.8	96534.8	120225	106524	78889.2	157836	145217	99195.2
ENSMUSG00000014498	0	60952.7	41752.7	10850.6	1788.39	22108.2	0	9937.54	22307.9
ENSMUSG00000014503	2533620	2788010	1410440	2494920	3315310	4126100	878627	3122750	5425210
ENSMUSG00000014504	2645850	3590780	3105910	3194910	3287330	3810600	18408.5	2978010	2389390
ENSMUSG00000014547	93300.7	91787.7	19825.5	255542	59349.1	68965.7	84159.8	15986.3	120921
ENSMUSG00000014550	127029	85776.8	183452	206727	64089.1	105085	572.437	106658	69296.2
ENSMUSG00000014551	5908990	5753350	5068860	5826050	6578320	6949660	4469590	6177370	5507910
ENSMUSG00000014554	4294070	3932480	4235390	3537920	5649050	4677980	22603.3	5165890	3387770
ENSMUSG00000014592	2843840	3148110	3666370	3143940	3736210	1670870	14152.6	2244480	3314820
ENSMUSG00000014599	360536	775619	743230	440136	644411	474199	850.859	293248	531710
ENSMUSG00000014601	247256	65809.4	47647.4	43137.5	222933	240906	0	77487.4	45982.3
ENSMUSG00000014602	0	0	0	0	0	1964.41	0	0	0
ENSMUSG00000014606	762671	665165	189325	1263320	563737	312003	0	446596	150911
ENSMUSG00000014633	6994280	7802580	8132100	8927830	5981090	7362720	1689790	9562170	7561760
ENSMUSG00000014668	285605	458685	331794	432420	381404	334423	5016.86	333845	298500
ENSMUSG00000014725	14571.6	1493.87	20208.4	10878.3	0	5178.5	0	1732.76	0
ENSMUSG00000014748	2018910	1587920	2688720	995468	1935890	739155	0	1539210	1382230
ENSMUSG00000014763	121706	165103	169171	162673	48927.2	92564.1	0	90214.6	106235
ENSMUSG00000014767	4207580	4777700	3548790	4680840	3922220	4482420	35108	5860310	1951470
ENSMUSG00000014769	1909950	1639060	1718520	1540620	1876670	2006570	1008420	1196140	1863940
ENSMUSG00000014771	0	58840.2	20794.7	0	0	0	47328.2	230459	0
ENSMUSG00000014776	4494.19	19130.8	1691.54	0	3.23E-26	6275.9	0	0	0
ENSMUSG00000014778	105509	1465.11	147877	0	0	37779	0	16954.9	23855
ENSMUSG00000014782	17803.9	0	0	0	0	29382	0	31341.7	8555.53
ENSMUSG00000014786	4173.46	0	2720.75	0	1354.77	0	0	0	11550.4
ENSMUSG00000014837	41737	18191.3	0	0	40555.7	38807.1	0	0	0
ENSMUSG00000014846	541639	365135	4830.82	672343	285890	56764.4	0	640835	187931
ENSMUSG00000014850	721821	550922	483855	683079	738808	547442	162205	656845	663947
ENSMUSG00000014856	67116.6	0	0	0	0	0	0	240344	22178.9
ENSMUSG00000014859	938941	702749	983647	949571	964466	596584	335479	592641	601580
ENSMUSG00000014867	3853670	7432950	2302740	5827840	4558050	3685800	39672.5	4259350	4722920
ENSMUSG00000014873	79651.8	11533.8	39671.7	71654	177953	4985.44	0	22529.1	36657.2
ENSMUSG00000014905	99904.5	130854	122703	355832	195417	94519	442883	75042.5	165580
ENSMUSG00000014907	9903.51	3384.61	11995.4	0	10449.3	0	0	21749.7	7842.43
ENSMUSG00000014932	229006	168864	47906.9	49744.7	153603	118613	67763.5	93652.2	138807
ENSMUSG00000014956	115120	144944	123683	115714	197556	198756	105755	246309	244709
ENSMUSG00000014959	1808370	1512110	5311580	1690270	1128250	1491730	5595.84	1402840	1586230
ENSMUSG00000014980	121259	11772.5	2330840	110782	0	167713	0	6206360	0
ENSMUSG00000015002	108244	277682	168184	401218	151220	130827	1129340	114687	470277
ENSMUSG00000015023	974984	1040760	554582	846152	1017210	816915	83209.5	866374	1191560
ENSMUSG00000015053	0	8049.49	0	16141.8	0	0	0	0	0
ENSMUSG00000015083	729080	342700	54655.7	0	850674	1181290	0	237246	105075
ENSMUSG00000015085	0	0	0	24026.2	148969	0	0	0	0
ENSMUSG00000015087	663804	140195	20225.9	0	0	52311.8	0	65660.3	440784
ENSMUSG00000015090	179256	48262.4	516250	171355	303673	129864	0	232207	111515
ENSMUSG00000015092	330588	255785	550341	245177	68719.9	252735	0	155153	0
ENSMUSG00000015093	26273.9	0	0	0	0	0	0	0	0
ENSMUSG00000015094	0	0	20354.4	21990.3	4.16E-26	0	1415620	0	0
ENSMUSG00000015095	174183	293046	542393	471494	352963	392158	0	295247	331662
ENSMUSG00000015112	457580	456438	340763	524220	409038	365242	115163	387448	438658
ENSMUSG00000015120	12116000	13428700	11113900	14519700	13581300	10363300	6938020	14601900	12250800
ENSMUSG00000015126	232634	137369	0	96846.2	118455	90431.5	0	233442	76409.3
ENSMUSG00000015127	7.78E-09	6807.77	165762	8.09E-19	0.000504239	0	0	107773	0
ENSMUSG00000015133	0	0	0	0	0	44416.6	503.886	58251.5	0
ENSMUSG00000015134	0	0	0	0	5230.12	0	5714.26	0	0
ENSMUSG00000015143	73112.7	85360.3	67484.4	138007	92283.9	30755.5	3415.1	90248.3	58082.3
ENSMUSG00000015149	10867.3	38026.5	689099	433099	253827	116604	0	50685.6	29986.8
ENSMUSG00000015165	335842	336145	269915	206384	139848	259583	21431.5	207676	158632
ENSMUSG00000015176	862571	922735	717203	1047430	993937	1106400	3134.11	1081860	1053660
ENSMUSG00000015202	207859	94031	57980.8	96383.7	80006.8	59788.8	0	34703	50153
ENSMUSG00000015214	0	0	0	0	1463.61	0	392489	0	0
ENSMUSG00000015217	364193	529382	501548	591636	598794	482023	783881	584746	502254
ENSMUSG00000015222	409781	176069	344601	107345	22770.5	262456	31731.6	63174.8	666109
ENSMUSG00000015224	0	0	0	0	26404	0	0	0	0
ENSMUSG00000015243	0	0	0	0	0	0	279.584	0	0
ENSMUSG00000015289	365926	433369	1993710	494691	327609	488598	383765	379004	75319.8
ENSMUSG00000015290	2291880	3385640	1965000	428935	3956600	3220170	0	343131	555720
ENSMUSG00000015291	960253	398791	1226730	1516350	1264480	550079	186520	1601810	1445190
ENSMUSG00000015305	84332.2	42098.4	56677.8	131959	58451.8	60717.1	57251.2	94157	103357
ENSMUSG00000015312	0	0	0	36257.7	0	0	1048770	0	0
ENSMUSG00000015316	322439	394973	333833	175801	183911	369505	451864	247328	233271
ENSMUSG00000015335	867242	1009070	892620	713491	1131430	1103150	42453.9	627561	1230300
ENSMUSG00000015337	6.92E-47	5.52E-137	3.16E-280	33296.8	57090.6	36303.5	0	1.81E-237	67852.9
ENSMUSG00000015340	56672.1	0	0	0	0	1434.99	0	0	0
ENSMUSG00000015341	1624750	1691930	998606	1719010	2040650	1972950	0	1344020	1641120
ENSMUSG00000015342	0	8417.05	0	0	5656.09	2522	0	8119.62	0
ENSMUSG00000015354	244003	335112	430158	305642	74754.4	611666	14211.3	74121.1	57066.5
ENSMUSG00000015355	329822	225289	123994	155724	275121	24414.5	0	47194.5	68632.1
ENSMUSG00000015357	433112	290599	134044	543524	301128	230092	0	515436	450326
ENSMUSG00000015365	37168.1	1316330	2449.66	993709	183051	229183	0	82660.5	0
ENSMUSG00000015377	0	10488.9	0	0	0	0	0	0	0
ENSMUSG00000015401	518216	287154	594228	0	38100.5	0	294625	63136.6	414003
ENSMUSG00000015405	0	0	1458.91	0	24131.6	65557.1	4178.98	0	0
ENSMUSG00000015437	96636.8	0	0	0	0	0	0	0	0
ENSMUSG00000015461	31805.2	18131.3	102832	0	36874.3	49590.9	0	42115.2	14863.8
ENSMUSG00000015468	0	6485.99	0	0	0	0	0	0	0
ENSMUSG00000015474	606802	703415	842307	665794	1004330	518402	12730.2	816408	418473
ENSMUSG00000015476	8314.81	0	0	0	0	0	0	0	0
ENSMUSG00000015478	1616540	2270560	2400480	2207000	2029240	2238050	14991	2174930	1782600
ENSMUSG00000015484	0	0	0	0	0	16766.7	0	0	0
ENSMUSG00000015488	255438	408846	470238	476060	212869	161741	2335.76	208416	108845
ENSMUSG00000015501	23874.4	29520.7	445.195	19394.2	32076.7	23031.8	316.254	4421.92	12007.8
ENSMUSG00000015522	294372	757258	105002	316620	462526	627784	199698	529906	791144
ENSMUSG00000015536	4524130	3582680	3923990	3592040	4838090	4199650	0	3540540	4617760
ENSMUSG00000015542	1257390	358859	1592550	128884	1180100	1883340	0	0	958968
ENSMUSG00000015568	1144090	1235470	828606	1165950	1323540	1156900	2180.64	1296320	1186780
ENSMUSG00000015575	7303850	7182320	5414390	6148240	7948130	8984240	48237.5	6805460	9573450
ENSMUSG00000015597	374900	723763	293037	820135	208952	844305	1702230	707852	405993
ENSMUSG00000015599	0	10211.7	0	0	6471.97	0	0	987.44	14305.5
ENSMUSG00000015605	97538.4	92835.3	182103	161886	37811.5	126561	54189.1	94778.3	119328
ENSMUSG00000015619	810903	737265	738005	567601	607303	589031	233277	580080	590605
ENSMUSG00000015647	0	837561	2162.5	188373	1078830	838595	0	1869120	135520
ENSMUSG00000015652	0	61488.9	162350	0	34877.2	68806.9	0	0	0
ENSMUSG00000015653	129271	152661	403103	222397	271465	307714	0	300764	214025
ENSMUSG00000015656	4554800	5301420	1771210	4579530	5868980	5663390	2341140	4581280	4032690
